seed,phase,update,revenue,ir_regret,gamma,elapsed_seconds
1,baseline,1,0.9632901549339294,,,2.6105386250055744
1,baseline,1000,2.9303855895996094,,,2283.0710752500017
1,baseline,2000,2.989306688308716,,,3353.975576625002
1,baseline,3000,2.987034797668457,,,4416.477749166006
1,baseline,4000,3.037285327911377,,,5387.421211000001
1,baseline,5000,3.009643077850342,,,6970.261577666002
1,baseline,6000,3.047637939453125,,,7938.834545041005
1,baseline,7000,3.042008399963379,,,8920.231499750007
1,baseline,8000,3.048164129257202,,,9695.749368416
1,baseline,9000,3.023545742034912,,,10640.270771833006
1,baseline,10000,3.050050735473633,,,11508.957261291005
1,baseline,11000,3.0375168323516846,,,13251.974870750004
1,baseline,12000,3.0799803733825684,,,15235.014703583001
1,baseline,13000,3.0592052936553955,,,16897.678340791004
1,baseline,14000,3.0499424934387207,,,17780.979357333003
1,baseline,15000,3.0441672801971436,,,18607.525361916007
1,baseline,16000,3.0519206523895264,,,19565.942887958
1,baseline,17000,3.070570945739746,,,20550.285088958
1,baseline,18000,3.066380023956299,,,21478.365623333004
1,baseline,19000,3.063900947570801,,,22301.460096291004
1,baseline,20000,3.0681867599487305,,,23647.320352791
1,baseline,21000,3.0747156143188477,,,24562.274235916004
1,baseline,22000,3.0535826683044434,,,25387.984163666006
1,baseline,23000,3.0689945220947266,,,26150.439170000005
1,baseline,24000,3.0523433685302734,,,26926.644013750003
1,baseline,25000,3.0618157386779785,,,27740.35982829101
1,baseline,26000,3.0633699893951416,,,28537.120489416004
1,baseline,27000,3.071695566177368,,,29315.476576375004
1,baseline,28000,3.0908234119415283,,,30096.723257291
1,baseline,29000,3.057697296142578,,,30947.039819333004
1,baseline,30000,3.041722297668457,,,31772.19782287501
1,baseline,31000,3.066981792449951,,,32610.795316958
1,baseline,32000,3.0653467178344727,,,33533.049524916
1,mutual,1,1.1084489822387695,0.0007592804613523185,8.0,0.9036866660026135
1,mutual,1000,3.2711710929870605,0.008871512487530708,16.292861609477743,894.4666528750095
1,mutual,2000,3.3767523765563965,0.008457445539534092,20.0,1709.341784958
1,mutual,3000,3.312166213989258,0.0032971487380564213,20.0,2498.456601708007
1,mutual,4000,3.421924114227295,0.0038615490775555372,20.0,3282.6930329160095
1,mutual,5000,3.4490604400634766,0.00486306706443429,20.0,4078.4607368750003
1,mutual,6000,3.460113048553467,0.005962911061942577,20.0,4870.932466458005
1,mutual,7000,3.468743324279785,0.004175217356532812,20.0,5670.974752416005
1,mutual,8000,3.4628307819366455,0.004099454265087843,20.0,6469.623708750005
1,mutual,9000,3.4342265129089355,0.0026538646779954433,20.0,7267.177976040999
1,mutual,10000,3.477562427520752,0.006280022673308849,20.0,8049.77763508301
1,mutual,11000,3.474000930786133,0.004648973233997822,20.0,8853.790465958009
1,mutual,12000,3.5156426429748535,0.005486255045980215,20.0,9639.30072337501
1,mutual,13000,3.510531187057495,0.004627632442861795,20.0,10444.987542125004
1,mutual,14000,3.5185160636901855,0.004990221932530403,20.0,11256.713934125
1,mutual,15000,3.5057263374328613,0.004393629729747772,20.0,12011.134235541002
1,mutual,16000,3.51715087890625,0.007528868969529867,20.0,12751.918691666011
1,post,1,3.5360107421875,0.006386729422956705,20.0,12752.244773166007
1,post,1000,3.548168420791626,0.00753704272210598,20.0,13068.994694041001
1,post,2000,3.541684865951538,0.005728604272007942,20.0,13387.841632833006
1,post,3000,3.5547165870666504,0.006403653416782618,20.0,13705.343970458009
1,post,4000,3.5265557765960693,0.006142055615782738,20.0,14023.946876458009
1,post,5000,3.5561962127685547,0.005095928441733122,20.0,14343.821926000004
1,post,6000,3.548470973968506,0.004968065302819014,20.0,14661.958157791
1,post,7000,3.5467019081115723,0.004420200362801552,20.0,14987.895382916002
1,post,8000,3.525214672088623,0.003338819369673729,20.0,15305.408665625
1,post,9000,3.565460681915283,0.006348347757011652,20.0,15621.948309125
1,post,10000,3.530221939086914,0.008268928155303001,20.0,15943.108386583
1,post,11000,3.598174571990967,0.008107705041766167,20.0,16274.170402916003
1,post,12000,3.559234142303467,0.0052581788040697575,20.0,16607.702883457998
1,post,13000,3.5549097061157227,0.005563037469983101,20.0,16941.051007208007
1,post,14000,3.570035934448242,0.007378035224974155,20.0,17274.124915958004
1,post,15000,3.585247278213501,0.007384947966784239,20.0,17607.621012165997
1,post,16000,3.5802857875823975,0.007691974751651287,20.0,17914.910323500008
